title,text,subject,date
"Cambodia goes all-in on China in casino port city","SIHANOUKVILLE, Cambodia (Reuters) - Between Sihanoukville s beaches and its multiplying casinos,  Lao Qi  and Bun Saroeun run restaurants barely a hundred dusty meters apart. But their fortunes could not be more different. For while Lao Qi is riding the Chinese boom that brought him and thousands of others from China to the Cambodian resort, Bun Saroeun s business was built on low-budget Western visitors. It is far less profitable and now he faces eviction. Sihanoukville starkly illustrates how Cambodia s ever tightening relationship with China is transforming the country. Just as China s aid and investment have helped Prime Minister Hun Sen defy Western criticism of a crackdown on his opponents, they are also binding Cambodia s economy ever more closely to China s. Sihanoukville, which has Cambodia s only deep-water port, was carved out of the jungle in the 1960s and named after former King Norodom Sihanouk. Once a playground for Cambodia s elite, it fell on hard times during the Khmer Rouge genocide and conflicts of the 1970s and 1980s before becoming a stop for backpackers and other Westerners looking for sun, sea, sand and - for some - sex. But a steady trickle of Chinese money into its casinos has now swelled to a tide that promises to remodel a city touted by developers as the first port of call on China s  Belt and Road .      This is like China 20 years ago. The opportunity is huge,  said Lao Qi, 33, who goes by his nickname and first moved here from China s Zhejiang province to work in a casino. His noodles and fried rice can now make him hundreds of dollars a day. Down the road at the Ecstatic Pizza restaurant, 59-year-old Bun Saroeun counts himself lucky to make over $100 a day. Rising hotel prices and the noise of construction are discouraging Western visitors and Cambodian tourists from the city, he says.  A few Chinese came here but now they have their own restaurants,  said Bun Saroeun, whose landlord is now evicting him to redevelop the prime property near the Occhuteal Beach. The Chinese influx is very much by design. In charge of the city is governor Yun Min, the former regional military commander and a close ally of Hun Sen. He made trips to China himself to encourage investors and offer them protection.  We want more of them to come,  he told Reuters, estimating that Chinese already rent half the property in the city.  We benefit from them.  Cambodia's "Chinese"" resort city IMG - tmsnrt.rs/2AtY4cS Estimates for the numbers of Chinese now resident in the city of 250","000 run from the thousands to the tens of thousands"," but no figures are made public. Across Sihanoukville"
"Investors see shades of Quebec in Catalonia vote"," (Removes erroneous reference to Montreal as Quebec s capital in this Dec. 5 story) By Sonya Dowsett and Allison Lampert MADRID/MONTREAL (Reuters) - A flight by businesses from Catalonia s independence crisis has drawn comparisons with Quebec, the French-speaking Canadian province that deterred investors with a decades-long independence push. Opinion polls showed support for pro-independence parties at just under 50 percent as campaigning for a Dec. 21 election began on Tuesday, enough to dampen the Madrid government s hopes the vote would end a volatile standoff over secession.  Carrying on as before means chaos,  said Jordi Alberich, managing director of Cercle d Economia, a business association based in the Catalan capital, Barcelona.  What has happened is tremendously serious and it could get even worse.  The election is seen by pro-independence parties as a de-facto referendum on a split from Spain following a banned plebiscite which led to clashes between Spanish police and protesters on Oct 1 and the subsequent dismissal of the Catalan government by Madrid. While it may not propel secessionist forces back into regional government, it could end up sustaining their cause and thereby putting off investors over the longer term. Almost 3,000 firms have shifted their headquarters outside the region, many to Madrid, mirroring the flight of companies from Quebec s Montreal for Toronto before and after its first referendum in 1980 delivered defeat for independence. The Catalan exodus has so far been administrative rather than physical, with companies effectively shifting domiciles, the  brass plate  of the business, to avoid legal and tax complications rather than moving staff or operations. They fear secession would leave them outside the euro zone and exposed to the uncertain policies and possible tax grabs of a new republic burdened by the region s existing large debts. Madrid, eager for unionist parties to score a clear victory on Dec. 21 and put the crisis to rest, says the economic impact will be only short term, but there are signs the uncertainty is already affecting longer-term investment decisions.  If I had been contacted by an American investor asking:  Should I open a small office in Barcelona?  three or four years ago, I would have said:  Yes, of course ,  said the Spain country head for an international investment bank.  Now I can t say that anymore ... The pain inflicted by the independence process scares money away.   He, like other bankers and chief executives, declined to speak publicly because the issue is divisive. Those who speak out for one side or other can become targets of criticism and abuse. The Spanish government has already trimmed its 2018 economic growth forecast to 2.3 percent due to the Catalan crisis, and its Independent Authority of Fiscal Responsibility has warned of a bigger impact next year if it is not resolved. Tourism to the region and its main draw card, Barcelona, has slumped, leading to Spain s first fall in retail sales for more than three years. Spain s economy minister recently noted a  strong deceleration  in Catalonia in the final quarter, and the central bank published an analysis last month based on scenarios that implied impacts ranging from modest to dramatic. In the worst case, it said political uncertainty could cut economic growth by 2.5 percentage points between end-2017 and 2019. In a recent report,  Catalonia, history repeating? , Canadian bank RBC Capital Markets compared it with the fallout from Quebec s 1995 referendum, which delivered the narrowest of defeats for independence and was followed by economic decline. "Even if the independence parties fall short of a majority"," the damage may have already been done"," it said of Catalonia's December vote. Graphic tmsnrt.rs/2AGBazV The Spanish region s pro-independence camp says it pays more than its fair share of tax income out of the country s 17 regions and during the five-year economic crisis its stronger economy propped up poorer areas such as Andalusia and Murcia. The biggest pro-independence party"
"More Bali flights canceled on forecast of volcanic ash","DENPASAR, Indonesia (Reuters) - Airlines canceled more flights departing the Indonesian holiday island of Bali on Saturday, citing forecasts of deteriorating flying conditions due to a risk of volcanic ash from the erupting Mount Agung volcano. A Bali airport spokesman said the airport was still operating normally, but airlines such as Jetstar and Virgin Australia had opted to cancel some flights   Bali flying conditions expected to be clear throughout the day, but forecast for tonight has deteriorated so several flights have been canceled,  Australian budget airline Jetstar said on its Twitter account. The erupting volcano had closed the airport for much of this week, stranding thousands of visitors from Australia, China and other countries, before the winds changed and flights resumed Twenty flights were canceled on Friday evening due to concerns over ash. Some airlines including Malaysia s AirAsia Bhd have said they would only operate out of Bali during the day, as the ash could impair visibility at night and wind conditions in the area were unpredictable. Airlines avoid flying through volcanic ash as it can damage aircraft engines, clogging fuel and cooling systems, hampering pilot visibility and even causing engine failure. There are also concerns over changing weather conditions with a tropical cyclone south of Java island impacting weather and wind in the area, including for Bali, the Indonesian Meteorological, Climatological and Geophysics agency said  With some airlines continuing to fly normally on Saturday, there was frustration among passengers.  Australian couple Justine and Greg Hill were on holiday with their two teenage children and had been due to fly out today but their flight later this evening was canceled.   It s more an inconvenience than anything. Don t understand why if other airlines are flying, some others aren t. Obviously there must be safety protocols but there s no detailed explanation,  said Greg Hill, 46, who was waiting at the airport.  Several foreign consulates have set up booths in the international departures area to assist stranded passengers.  Subrata Sarkar, India s vice consul in Bali, told Reuters at the airport s international departure area that they had helped around 500 passengers so far this week.   We have advised citizens the volcano may erupt. We never say  please don t come . But we have issued travel advisories. If it s urgent business, then ok, but if it s only tourism, then plans should be reconsidered,  said Sarkar. For an interactive graphic on Mount Agung volcano, click - tmsnrt.rs/2hYdHiq For a graphic on the Pacific "Ring of Fire"," click - tmsnrt.rs/2BjtH6l "",worldnews
"Expect more war, hunger, Islamist violence in 2018 -Geneva think-tank","GENEVA (Reuters) - Humanitarian crises around the world will worsen next year with no let-up in African civil wars, near-famines in conflict-ridden regions and the threat of Islamist violence, a Geneva-based think-tank predicted in a report published on Thursday. The report by ACAPS, a non-profit venture that supports humanitarian aid workers with daily monitoring and analysis of 150 countries, examined the anticipated needs of 18 countries in 2018 and found little to cheer.  If 2017 did not look good, predictions for 2018 are no better: violence and insecurity are likely to deteriorate in Afghanistan, Democratic Republic of Congo, Libya, Ethiopia, Mali, Somalia, and Syria next year,  ACAPS director Lars Peter Nissen wrote in the report. Next year Ethiopia will join northeastern Nigeria, Somalia, South Sudan and Yemen as places at risk of famine, said the report, entitled "Humanitarian Overview: An analysis of key crises into 2018"". here In a separate report"," the U.S.-funded Famine Early Warning Systems Network said an estimated 76 million people across 45 countries were likely to need food aid in 2018"," driven by conflict"
"Exclusive: Colleague names Putin's daughter, then withdraws comments","MOSCOW (Reuters) - A colleague of Katerina Tikhonova from the world of acrobatic rock n roll confirmed that she is the younger daughter of Russian President Vladimir Putin, and then later withdrew his comments, saying he had misheard the question. It is the second time in two years that Reuters has disclosed Tikhonova s relationship to the president, citing a named source, and then been publicly challenged post publication. World Rock n Roll Confederation (WRRC) Vice President for Legal Affairs Manfred Mohab told Reuters in an interview on Sunday during a dance event that he knew Tikhonova through their work together on the confederation s presidium. When asked whether he knew Tikhonova was Putin s daughter, he said:  Yes. I know her, yes of course.  Asked a second time, he nodded and said:  Yes.  The Kremlin and Tikhonova did not respond to requests for comment. After the Reuters article was published on Tuesday, Mohab telephoned Reuters and said:  I can t confirm that I know the daughter of Mr. Putin. I have nothing to do with them.  Asked why he had earlier said Tikhonova was Putin s daughter, Mohab said:  Believe me, it was so loud in the hall that a lot of the things I can t understand and other things I felt that I didn t understand right. So it s not sure that I gave you the right answers.  Mohab said he had problems with his hearing.  I m sure we had some misunderstandings.  In 2015, Andrey Akimov, deputy chairman of the board of directors at Russian lender Gazprombank, told Reuters that Tikhonova was Putin's daughter but later denied the statement. Reuters also confirmed her identity through two other sources who spoke on condition of anonymity. [reut.rs/2ztup0f]  After the report, Gazprombank said Akimov was "surprised and bewildered"" by the quotes attributed to him by Reuters and that he had made no such remarks. [reut.rs/2zHzVAJ] Akimov and a representative for Gazprombank did not respond to a request for comment on Tuesday. Putin"," a former KGB intelligence officer"," is famously guarded about his private life and has fought to keep his two daughters"
"Panic on London's Oxford Street after reports of shooting","LONDON (Reuters) - Panic erupted among Christmas shopping crowds on London s Oxford Street on Friday evening as armed officers raced to respond to reports of shots being fired in the area, but police said later they had found no evidence of gunfire or casualties. Oxford Street, with its festive window displays and hundreds of overhead lights, was crammed with shoppers taking advantage of the Black Friday sales when the incident happened shortly after dusk. London s Metropolitan Police said in a statement they had found no evidence of gunfire, casualties or any suspects and that the incident, which lasted for just over an hour, had been stood down.  Given the nature of the information received, the Met responded in line with our existing operation as if the incident was terrorism, including the deployment of armed officers,  the police said in a statement. British Transport Police posted CCTV images of two men on Twitter, saying they believed that an altercation had erupted between the two men at the Oxford Circus underground station and said they would like to speak to the men, "who they believe may have information about the incident and the circumstances around the incident."" bit.ly/2jkkVNT A Reuters witness said panicked shoppers had fled Oxford Street and the Oxford Circus underground station. The witness saw an elderly lady and a man carrying a child knocked over in the rush.  There were people running in all directions. I didn t know which way to run","  the witness said. The transport police said they had received a report of one woman suffering a minor injury in the panic. The capital s transport operator"," Transport for London"
""The people have spoken"," says Zimbabwe's new leader"","HARARE (Reuters) - Zimbabwe s new leader Emmerson Mnangagwa told a cheering crowd in Harare on Wednesday that the country was entering a new stage of democracy following Robert Mugabe s removal as president after nearly four decades in power. Mnangagwa returned to the country earlier in the day, having fled for his safety when the 93-year-old former leader sacked him as vice president two weeks ago to smooth a path to the succession for his much younger wife Grace.   The people have spoken. The voice of the people is the voice of God,  Mnangagwa told thousands of supporters gathered outside the ruling ZANU-PF party s offices in the capital.  Today we are witnessing the beginning of a new and unfolding democracy.  Zimbabwe was once one of Africa s most promising economies but suffered decades of decline as Mugabe pursued policies that included the violent seizure of white-owned commercial farms and money-printing that led to hyperinflation.  Most of its 16 million people remain poor and face currency shortages and sky-high unemployment, something Mnangagwa promised to address.   We want to grow our economy, we want peace in our country, we want jobs, jobs, jobs,  he told the crowd, adding:  The will of the people will always, always succeed.   Mnangagwa s dismissal was the trigger for the army and former political allies to move against Mugabe, feted as an independence hero when Zimbabwe broke with former colonial power Britain in 1980 but later feared as a despot. He resigned as president on Tuesday as parliament began an impeachment process, after resisting pressure to do so for a week. People danced in the streets following his downfall, some brandishing posters of Mnangagwa and army chief General Constantino Chiwenga, who led the takeover. Parliamentary speaker Jacob Mudenda said on Wednesday that Mnangagwa would be sworn in as president on Friday after being nominated by ZANU-PF to fill the vacancy left by Mugabe. The demise of Mugabe leaves Zimbabwe in a different situation to a number of other African countries where veteran leaders have been toppled in popular uprisings or through elections. The army appears to have engineered a trouble-free path to power for Mnangagwa, who was for decades a faithful lieutenant of Mugabe and member of his elite. He was also in charge of internal security when rights groups say 20,000 civilians were killed in the 1980s.  Mugabe has gone but I don t see Mnangagwa doing anything different from that old man. This is not the change I expected but let us give him time,  said security guard Edgar Mapuranga, who sat by a bank cash machine that was out of money. Restoring the country s fortunes and international standing will be a challenge. Alleged human rights abuses and flawed elections prompted many Western countries to impose sanctions in the early 2000s that further hurt the economy, even with Chinese investment to soften the blow. Staging clean elections next year will be key to winning fresh funds. Although Mnangagwa is almost certain to win any vote, German Chancellor Angela Merkel s personal representative for Africa, Guenther Nooke, said it would be a victory for Zimbabwe s  old elites  with the help of China.   He will manage to get elected using fear or many tricks, and then we ll have a succession from one tyrant to the next,  Nooke told broadcaster SWR2. China s foreign ministry said on Wednesday it respected Mugabe s decision to resign. In London, Prime Minister Theresa May said Britain wanted Zimbabwe to rejoin the international community now that Mugabe has resigned. Mnangagwa met neighboring South Africa s President Jacob Zuma before his return on Wednesday. Mugabe is one of the last of a generation of African leaders who led their countries to independence and then ruled, among them Ghana s Kwame Nkrumah, Jomo Kenyatta in Kenya, Felix Houphouet-Boigny in Ivory Coast and South Africa s Nelson Mandela. The African Union said he would be remembered  as a fearless pan-Africanist liberation fighter and the father of the independent Zimbabwean nation  and that his decision to step down would enhance his legacy.     But he also stifled democracy en route to winning a series of elections. His government is accused by the opposition and human rights groups of persecuting and killing opponents. The forced takeover of white-owned farms from around 2000 aimed to bolster his popular support but crippled foreign exchange earnings from agriculture. Mnangagwa s human rights record also stirs hostility in many Zimbabweans.  The dark past is not going to disappear. They will be following him around like a piece of chewing gum on his shoe,  International Crisis Group s southern Africa senior consultant Piers Pigou said.  For him to really be seen to be doing the right thing, he s going to have to introduce policies that fundamentally undermine the power structures of ZANU-PF, through a shift to genuine political pluralism and a decoupling of the party and state.  ",worldnews
""The people have spoken"," Zimbabwe's Mnangagwa tells cheering crowd"","HARARE (Reuters) - Zimbabwe s former vice president Emmerson Mnangagwa, who is due to be sworn in to replace Robert Mugabe as president on Friday, told a cheering crowd in Harare on Wednesday that the country was entering a new stage of democracy.  The people have spoken. The voice of the people is the voice of God,  Mnangagwa told thousands of supporters who had gathered outside the ruling ZANU-PF party s offices.  Today we are witnessing the beginning of a new and unfolding democracy.  Mugabe resigned as Zimbabwe s president on Tuesday, a week after the army and his former political allies moved to end four decades of rule by a man once feted as an independence hero who became feared as a despot. ",worldnews
"Iran's Rouhani urges France to remain "realistic"," impartial"" in Middle East"","BEIRUT/PARIS (Reuters) - France can play a productive role in the Middle East by taking a  realistic and impartial approach , Iranian President Hassan Rouhani told his French counterpart, Emmanuel Macron, in a phone call on Tuesday, according to Iranian state media. Tensions between Iran and France increased last week after Macron said that Tehran should be less aggressive in the region and should clarify its ballistic missile program. His foreign minister also denounced Tehran s  hegemonic temptations  during a visit to Saudi Arabia.  Iranian state media said Rouhani told Macron that the Islamic Republic was ready to develop its relations with France on all bilateral, regional and international issues based on mutual respect and shared goals.  Rouhani referred to the  adventurism of some inexperienced princes in the region - an allusion to Iran s arch geopolitical rival, Saudi Arabia - and said France could play a positive role in easing the situation.  We are against adventurism and creating division in the region and believe that France, by keeping an independent vote and its position in the region, can, with a realistic and impartial approach, have a productive role,  he said. In a rare statement on both calls, Macron s office said he had talked to Rouhani and Israeli Prime Minister Benjamin Netanyahu separately, telling them both that it was vital to keep Lebanon disassociated from regional crises.  He also said France was attached to the 2015 Iran nuclear deal with world powers, but that regional and ballistic issues should be discussed separately and constructively. Macron  also stressed the importance for the countries of the region to work collectively to reduce tensions,  the statement said. The foreign ministers of Saudi Arabia and other Arab states criticised Iran and its Lebanese Shi ite Muslim ally Hezbollah at talks in Cairo on Sunday, calling for a united front to counter Iranian influence. Rouhani also highlighted the importance of maintaining stability in Lebanon and, in the phone call with Macron, noted what he characterized as the threat posed by Israel.  Hezbollah are a part of the Lebanese people and are incredibly loved in this country. Their weapons are only defensive and are only for use in the face of a potential attack,  Rouhani said.  Now we have to try so the Lebanese groups can, with security, have a government that can help advance their country.  Macron, whose country has called for Hezbollah to disarm, has tried to mediate in a regional crisis that erupted after Lebanese Prime Minister Saad al-Hariri announced his resignation in a broadcast from Saudi Arabia on Nov. 4, accusing Tehran and Hezbollah - which was part of his coalition government - of sowing strife across the Middle East. Macron spoke on Monday with Netanyahu, who is due in Paris in December, according to diplomatic sources. According to the Iranian state media, Macron invited Rouhani to Paris for a climate summit on Dec. 12. Macron s office did not respond when asked to confirm the invite. ",worldnews
"Exclusive: African leaders wanted Mugabe, an "embarrassment"""," to go - Zimbabwe intelligence"","JOHANNESBURG (Reuters) - African leaders were embarrassed by Zimbabwean President Robert Mugabe and already encouraging him to step down before the army began moves last week to oust him, according to a secret Zimbabwean intelligence cable seen by Reuters. The cable, dated Oct 23 and written by someone within the Central Intelligence Organisation (CIO) to an unknown recipient, also says Mugabe spoke to South African President Jacob Zuma about his rivalry with Emmerson Mnangagwa, the vice president whose sacking by Mugabe prompted the army action. The 93-year-old president stepped down on Tuesday, the speaker of parliament said, in the middle of impeachment proceedings from his own ZANU-PF party and after a week of pressure from the military and crowds which thronged the capital at the weekend. Two party officials said Mnangagwa would take his place. The cable, one of a series seen by Reuters this year which give a detailed, insider s view of Zimbabwean politics, described intelligence officials warning Mugabe he would face  fierce resistance from the military  if Mnangagwa was removed. First seen by Reuters before the army intervened, it said the 16-country Southern African Development Community (SADC) led by Zuma was pressuring Mugabe to resign and Zuma had suggested offering him a senior African Union role to ease him out. Zuma s spokesman, Bongani Ngqulunga, dismissed the account as  completely untrue and scandalous .  President Jacob Zuma did not communicate with President Mugabe about former Vice-President Mnangagwa at all about the issues you mention.  Regional support allowed Mugabe to overcome an election setback in 2008 and could have held the key to his future as leader this time round. SADC leaders met on Tuesday to discuss the crisis in Zimbabwe; Zuma and his Angolan counterpart, Joao Lourenco, were set to travel to Harare on Wednesday.  All SADC leaders and African leaders want Mugabe to retire. Mugabe is seen as an embarrassment to the whole African continent,  the document said. A Zambian government source said Zuma, at the SADC meeting in Luanda, floated the idea of an AU position for Mugabe although the consensus was that he was too old. Reuters was not able to verify the assertion of widespread African opposition to Mugabe in the Oct 23 cable, which contrasts with his image as the respected  grand old man  of African politics. Botswana President Ian Khama is the only African leader to have openly called for him to step down. Khama told Reuters on Friday Mugabe should go and allow for  an opportunity to put Zimbabwe on a path to peace and prosperity . Ugandan President Yoweri Museveni, a longtime strongman leader like Mugabe, condemned the de facto seizure of power by the army, which put troops on the streets of Harare and took over the state broadcaster. Uganda, which is not in the SADC, reiterated its support for Mugabe on Tuesday.  Mugabe is one person who couldn t care what the West thought. He spoke out for Africans  rights, pan Africanism,  said Okello Oryem, Uganda s state minister for foreign affairs. SADC and the African Union (AU) have avoided characterizing last week s intervention by the military as a  coup , a definition that would carry diplomatic consequences. The AU had no immediate comment on the account in the cable. The cable said Zuma told Zimbabwe s longtime leader that Mnangagwa, a former security chief known as  The Crocodile , was a  tricky customer  with  many lives  and that by taking him on Mugabe was  playing with big fire . Mnangagwa is widely expected to take over as president. His whereabouts are unknown after he fled the country citing fears for his safety. His political allies were not immediately available for comment. The same cable said Zimbabwean intelligence officers and SADC leaders told Mugabe the army would not accept Mnangagwa being fired as vice-president to pave the way for Mugabe s 52-year-old wife, Grace, to succeed him.  Mugabe was openly told by senior CIOs that the military is not going to easily accept the appointment of Grace,  it read. The intelligence services of other countries in the region also knew the military might rebel and step in, it continued.  SADC leaders also shared the same sentiments with the CIOs,  the cable said. Reuters reported in September that Mnangagwa was plotting to succeed Mugabe, with army backing, at the helm of a broad coalition. (nL4N1LL3V1) The plot posited an interim unity government with international blessing to allow for Zimbabwe s re-engagement with the world after decades of isolation from global lenders and donors. ",worldnews
"Zimbabwe military says it is not taking over government: BBC","(Reuters) - Zimbabwe s military action was not a takeover of the government and was meant to  target criminals , the BBC reported on Wednesday, citing the country s national broadcaster. The military read out a statement on ZBC in which it said President Robert Mugabe was safe, the BBC reported. Zimbabwe's envoy to South Africa, Isaac Moyo, also dismissed talks of a coup, saying the government was "intact"""," the BBC said. bbc.in/2iX3Kls Soldiers were deployed across capital Harare and seized the state broadcaster on Wednesday after 93-year-old Mugabe s ruling ZANU-PF party accused the head of the military of treason"," prompting frenzied speculation of a coup.  ""
"Nigeria's 'Delta Avengers' militants end oil hub ceasefire","LAGOS (Reuters) - A Nigerian militant group whose attacks on energy facilities in the Niger Delta last year helped push Africa s biggest economy into recession said on Friday it had ended its ceasefire. The Niger Delta Avengers announced a halt to hostilities in August 2016, although they carried out attacks in October and November last year.  "Niger Delta Avenger's ceasefire on Operation Red Economy is officially over"," the group said on its website ( www.nigerdeltaavengers.org/ ).    Our next line of operation will not be like the 2016 campaign which we operated successfully without any casualties; this outing will be brutish"," brutal and bloody"
"As Mattis peers into North Korea, he gets warning on artillery"," DEMILITARIZED ZONE, South Korea (Reuters) - As U.S. Defense Secretary Jim Mattis peered into North Korea from a lookout post on Friday, he was given a blunt reminder by his South Korean counterpart of the vast amount of North Korean artillery within range of Seoul.  Above the faint sound of North Korean propaganda music being blasted from across the border, South Korean Defense Minister Song Young-moo suggested that U.S. and South Korean missile defenses simply could not stop all of them.   Defending against this many LRAs (long-range artillery) is infeasible in my opinion,  Song told Mattis, citing a need for strategies to  offensively neutralize  the artillery in the event of a conflict.  Mattis replied:  Understood.   The brief exchange at the inter-Korean Demilitarized Zone (DMZ) - where U.S .President Donald Trump may visit in coming days - spoke volumes about the risks of any miscalculation as tension soars over Pyongyang s rapidly advancing nuclear weapon and missile programs.  Last week, CIA chief Mike Pompeo said North Korea could be only months away from developing the ability to hit the United States with nuclear weapons, a scenario Trump has vowed to prevent.  U.S. intelligence experts say Pyongyang believes it needs the weapons to ensure its survival and have been skeptical about diplomatic efforts, focusing on sanctions, to get Pyongyang to willingly denuclearise.  But, as the DMZ trip highlighted, North Korea s conventional weaponry poses such a risk to South Korea that any attempt to denuclearize the North by force could easily escalate into a devastating conflict.  Mattis was keen to emphasize efforts to peacefully resolve the crisis, including at the DMZ, as he addressed reporters with his back to the dividing line between North and South.   Our goal is not war, but rather the complete, verifiable, and irreversible denuclearization of the Korean peninsula,  Mattis said, as North Korean soldiers kept watch.  Mattis said he and Song also made clear their mutual commitment  to a diplomatic solution to address North Korea s reckless, outlaw behavior,  when they met this week at a gathering of Asian defense chiefs in the Philippines.  He carried that same message after his helicopter flight back to Seoul, where he addressed a small group of U.S. and South Korean soldiers.  "It comes down to you to make it work"," my fine young troops ... and we'll buy time for our diplomats to solve this problem"," he said.  The emphasis on diplomacy came before Trump departs next week on a trip to Asia. He has declined to say whether he will visit the DMZ when he stops in South Korea"
"Britain believes North Korea was behind 'WannaCry' NHS cyber attack"," LONDON (Reuters) - Britain said on Friday it believed North Korea was behind the  WannaCry  cyber attack in May that disrupted businesses and government services worldwide, including the National Health Service (NHS) in England.  Security Minister Ben Wallace said Britain believed  quite strongly  that the ransomware attack came from a foreign state.  "North Korea was the state that we believe was involved in this worldwide attack on our systems"," he told BBC radio.   We can be as sure as possible - I can t obviously go into the detailed intelligence but it is widely believed in the community and across a number of countries that North Korea had taken this role.   WannaCry infected more than 300","000 computers in 150 countries in a matter of days"
"Indian state ruled by PM Modi's party defers media curbs until next year","NEW DELHI (Reuters) - India s western state of Rajasthan on Tuesday deferred until next year a measure requiring government permission for the publication of details regarding judges and public servants who face accusations over action taken in the course of their duty. The measure, which prescribes jail terms of up to two years for violations, aimed to minimise frivolous complaints against officials, said the government of the state, ruled by Prime Minister Narendra Modi s Hindu nationalist party. In recent years many journalists reporting corruption and attacks on minorities in India have complained of being targeted by online smear campaigns, although there have been no reports of measures elsewhere similar to what Rajasthan proposed. The Editors  Guild of India and the opposition Congress party called Rajasthan s move an attempt to curb media freedom and shield corrupt individuals, criticisms that forced the state to delay discussion on the bill.  The government has agreed to refer the bill to a panel of legislature members,  a state government spokesman told Reuters by telephone, adding that the bill could be introduced, following amendments, in the next assembly session early next year. When introduced this week in the state assembly, it set a six-month deadline for courts to secure the government s permission for any investigations into the actions of judges, magistrates or public servants. In the absence of such permission, it also sought to block publication of the identity, or other personal, or family details of those being investigated. "No one shall print or publish"," or publicize in any manner"," the name"
"India drags feet on GM mustard permit amid powerful opposition","NEW DELHI (Reuters) - India has frozen requests to commercially release a locally developed genetically modified mustard, an environment ministry document released on Tuesday showed, amid stiff opposition to lab-altered food from domestic activists and politicians. The mustard variety would have been the first transgenic food crop to be allowed for commercial cultivation. But the environment ministry's Genetic Engineering Appraisal Committee (GEAC) has deferred approval despite a panel the ministry supervises giving the genetically modified (GM) mustard technical clearance last year. (bit.ly/2cnUOkZ) "Subsequent to receipt of various representations from different stakeholders"," matters related to environmental release of transgenic mustard are kept pending for further review"," the GEAC said in minutes of a meeting released on the environment ministry's website marked ""confidential and restricted circulation"". (bit.ly/2yJrRLU) Cotton is the only GM crop currently allowed to be sold in the world s second most populous country where arable land is shrinking. U.S. company Monsanto Co dominates the cotton seed market in India"
"Abe to push reform of Japan's pacifist constitution after election win","TOKYO (Reuters) - Japanese Prime Minister Shinzo Abe s ruling bloc scored a big win in Sunday s election, bolstering his chance of becoming the nation s longest-serving premier and re-energizing his push to revise the pacifist constitution. Abe s Liberal Democratic Party-led (LDP) coalition won a combined 312 seats, keeping its two-thirds  super majority  in the 465-member lower house, local media said. A hefty win raises the likelihood that Abe, who took office in December 2012, will secure a third three-year term as LDP leader next September and go on to become Japan s longest-serving premier. It also means his  Abenomics  growth strategy centered on the hyper-easy monetary policy will likely continue. Final official results from the election, which coincided with an approaching typhoon, are expected early on Monday. The U.S.-drafted constitution s Article 9, if taken literally, bans the maintenance of armed forces. But Japanese governments have interpreted it to allow a military exclusively for self-defense. Backers of Abe s proposal to clarify the military s ambiguous status say it would codify the status quo. Critics fear it would allow an expanded role overseas for the military. Abe said he would not stick to a target he had floated of making the changes by 2020.  First, I want to deepen debate and have as many people as possible agree,  he told a TV broadcaster.  We should put priority on that.  The LDP s junior partner, the Komeito, is cautious about changing the constitution, drawn up after Japan s defeat in World War Two. Several opposition parties favor changes, but do not necessarily agree on details. Amendments must be approved by two-thirds of each chamber of parliament and then by a majority in a public referendum.  Now that pro-constitutional change parties occupy more than two-thirds of the parliament, the constitution will be the most important political issue next year,  said Hidenori Suezawa, a financial market and fiscal analyst at SMBC Nikko Securities.   And as we saw in the U.K. ... a referendum could be tricky. So while Abe is likely to be prime minister for the time being, it is too early to say whether he can stay in power until 2021.  Abe declined to say if he would run for a third term. Abe had said he needed a new mandate to tackle a "national crisis"" from North Korea's missile and nuclear threats and a fast-aging population"," and to approve his idea of diverting revenue from a planned sales tax hike to education and child care from public debt repayment [reut.rs/2yC0pma]. He called the poll amid confusion in the opposition camp and an uptick in his ratings"," dented earlier in the year by scandals over suspected cronyism and a perception he had grown arrogant after nearly five years in office. Abe has backed U.S. President Donald Trump s tough stance towards North Korea"
"GENERATION GAP: China's one-child generation grows up","(Reuters) - The  Class of 2012  grew up with more than their parents or grandparents could dream of   more food, more clothing, more comfort, more opportunities   as China s economy surged during their childhood.  They did not have to struggle like previous generations, or  eat bitterness , giving them a generally positive outlook.  Their lives have also been shaped by the one-child policy, which since the 1970s has aimed to control a swelling population.  Here is what they think about the generation gap.  Wu Qiong, who works in international settlements at a foreign bank:   When I was getting to know this world, this world had already changed and become relatively developed. I have watched it get better and better, not just become OK or be re-built. I didn t see it being built, I saw it changing.   "We really haven't eaten bitterness.""  Hu Ruixin"," a computer technician"," speaking of the optimism of his generation:   I think this is related to the age of our generation. Our parents lived hard lives"
"INTERNET: Living with the Great Firewall of China","(Reuters) - The  Great Firewall of China    the world s most extensive effort to try to control cyberspace   has become more formidable under President Xi Jinping.  Authorities have closed some video and audio streaming websites, limited online access to foreign and  foreign-inspired  television programs, stiffened penalties for  spreading rumor  via social media and restricted access to virtual private networks.  For the very wired  Class of 2012 , these measures are largely minor inconveniences. Some buy into the idea that the Internet needs to be closely managed. Others just find workarounds.  Here are their views on living with the Great Firewall.  Wang Siyue, a product specialist at an Internet education company:  "I'm sure these restrictions will exist in the short term"," but over the long term they can't block the development of this industry domestically. I believe there will be even more internet companies and startup opportunities.""  Zhang Weixuan"," an assistant secretary at a software company:   For contemporary youth in China right now"
